id,region,product_id,sales,date
24368,South,151,181,2023-02-24
24369,South,477,380,2023-11-10
24370,West,222,310,2023-04-05
24371,West,208,40,2023-04-25
24372,North,353,94,2023-09-25
24373,South,467,77,2023-10-18
24374,North,323,19,2023-05-17
24375,South,411,226,2023-06-18
24376,South,262,212,2023-11-21
24377,South,444,138,2023-09-19
24378,Central,195,141,2023-01-23
24379,West,468,413,2023-10-02
24380,West,164,150,2023-09-11
24381,South,341,319,2023-01-03
24382,South,494,66,2023-11-12
24383,Central,489,474,2023-02-04
24384,West,217,359,2023-04-02
24385,Central,225,68,2023-03-04
24386,Central,305,20,2023-03-03
24387,North,448,60,2023-01-09
24388,North,130,268,2023-12-11
24389,South,498,383,2023-10-19
24390,South,488,126,2023-06-21
24391,Central,258,135,2023-09-05
24392,West,326,83,2023-10-11
24393,Central,317,161,2023-09-24
24394,North,462,493,2023-06-15
24395,West,463,172,2023-11-25
24396,Central,291,407,2023-11-23
24397,Central,470,369,2023-07-19
24398,Central,167,439,2023-11-20
24399,West,134,14,2023-11-26
24400,West,336,257,2023-09-27
24401,North,289,438,2023-02-22
24402,West,167,325,2023-05-20
24403,East,305,377,2023-02-12
24404,West,105,497,2023-05-19
24405,North,138,235,2023-10-15
24406,West,297,179,2023-06-28
24407,West,128,185,2023-10-14
24408,East,402,275,2023-03-06
24409,North,131,431,2023-04-09
24410,South,325,286,2023-08-15
24411,North,332,14,2023-01-25
24412,East,442,114,2023-02-11
24413,Central,324,413,2023-05-26
24414,West,297,429,2023-08-18
24415,East,207,254,2023-10-10
24416,North,355,299,2023-08-22
24417,North,412,282,2023-11-11
24418,South,403,328,2023-07-14
24419,Central,465,492,2023-08-26
24420,North,383,222,2023-03-14
24421,West,138,397,2023-03-11
24422,East,128,362,2023-03-02
24423,West,481,326,2023-05-23
24424,South,231,198,2023-04-08
24425,North,234,261,2023-02-04
24426,Central,231,88,2023-02-04
24427,West,377,35,2023-05-10
24428,Central,179,390,2023-09-20
24429,Central,148,96,2023-10-02
24430,North,265,186,2023-07-04
24431,South,108,387,2023-12-06
24432,Central,110,289,2023-05-07
24433,West,266,166,2023-07-01
24434,East,129,15,2023-10-25
24435,South,329,392,2023-11-15
24436,East,106,204,2023-11-18
24437,West,481,167,2023-09-21
24438,Central,364,146,2023-12-02
24439,East,443,401,2023-12-19
24440,Central,227,186,2023-10-21
24441,North,151,286,2023-01-12
24442,East,270,327,2023-05-25
24443,South,164,406,2023-05-13
24444,West,396,315,2023-03-19
24445,North,167,154,2023-07-06
24446,Central,242,160,2023-01-26
24447,West,323,369,2023-08-08
24448,East,469,487,2023-11-19
24449,Central,482,332,2023-05-22
24450,West,218,373,2023-09-21
24451,North,178,375,2023-12-17
24452,South,355,118,2023-08-21
24453,Central,137,426,2023-01-25
24454,South,231,245,2023-03-12
24455,West,303,361,2023-03-27
24456,Central,106,443,2023-07-06
24457,West,403,30,2023-07-11
24458,East,226,77,2023-02-06
24459,Central,491,204,2023-01-23
24460,Central,288,367,2023-02-08
24461,East,109,182,2023-02-17
24462,North,235,228,2023-12-18
24463,South,464,366,2023-04-15
24464,South,310,256,2023-11-27
24465,North,383,58,2023-08-04
24466,South,131,223,2023-01-16
24467,North,186,291,2023-05-10
24468,North,211,201,2023-02-20
24469,East,149,300,2023-05-06
24470,Central,201,47,2023-03-07
24471,South,113,267,2023-01-22
24472,Central,159,464,2023-03-21
24473,South,346,322,2023-07-16
24474,West,306,261,2023-02-23
24475,South,443,91,2023-07-16
24476,South,432,355,2023-11-03
24477,East,285,323,2023-11-24
24478,Central,261,109,2023-03-19
24479,West,389,398,2023-08-13
24480,North,309,423,2023-04-18
24481,East,135,167,2023-08-11
24482,East,465,288,2023-02-21
24483,East,317,344,2023-03-20
24484,South,449,477,2023-12-10
24485,West,419,12,2023-06-23
24486,East,102,123,2023-10-03
24487,South,416,290,2023-02-27
24488,West,326,330,2023-06-23
24489,South,329,111,2023-10-19
24490,Central,223,391,2023-03-13
24491,East,479,482,2023-08-24
24492,South,171,169,2023-04-24
24493,North,102,392,2023-04-10
24494,South,398,202,2023-03-08
24495,Central,220,422,2023-03-23
24496,West,277,133,2023-01-27
24497,North,494,497,2023-12-08
24498,Central,306,16,2023-04-25
24499,West,487,472,2023-06-04
24500,North,402,445,2023-02-23
24501,West,255,420,2023-09-27
24502,East,393,41,2023-09-26
24503,West,130,493,2023-11-26
24504,Central,412,377,2023-08-07
24505,West,282,177,2023-10-13
24506,West,438,279,2023-04-14
24507,North,231,326,2023-11-03
24508,North,363,84,2023-02-23
24509,Central,224,83,2023-01-16
24510,West,485,380,2023-03-01
24511,West,137,437,2023-08-07
24512,South,124,285,2023-02-23
24513,Central,383,453,2023-05-05
24514,East,110,477,2023-10-17
24515,South,315,488,2023-10-13
24516,East,450,163,2023-09-08
24517,Central,479,485,2023-08-02
24518,West,101,250,2023-07-23
24519,North,327,121,2023-04-18
24520,East,416,447,2023-12-06
24521,West,472,488,2023-04-24
24522,West,475,405,2023-12-16
24523,West,306,399,2023-08-22
24524,East,306,314,2023-11-08
24525,Central,311,21,2023-11-15
24526,East,183,249,2023-12-05
24527,Central,185,419,2023-12-15
24528,Central,389,250,2023-02-01
24529,North,260,361,2023-09-10
24530,North,460,107,2023-03-16
24531,Central,206,270,2023-07-15
24532,South,317,455,2023-08-28
24533,Central,336,376,2023-04-08
24534,East,186,135,2023-06-16
24535,North,213,104,2023-07-08
24536,Central,234,28,2023-10-01
24537,Central,364,291,2023-01-23
24538,North,100,167,2023-03-13
24539,East,303,493,2023-02-01
24540,South,480,191,2023-04-05
24541,West,498,318,2023-01-17
24542,East,449,365,2023-12-11
24543,North,278,473,2023-02-22
24544,East,296,144,2023-06-22
24545,East,383,193,2023-01-08
24546,West,351,115,2023-12-05
24547,East,159,94,2023-01-15
24548,Central,205,326,2023-06-16
24549,East,261,88,2023-06-27
24550,Central,367,447,2023-02-28
24551,South,341,13,2023-07-21
24552,West,468,70,2023-07-14
24553,Central,104,233,2023-11-14
24554,North,380,155,2023-08-05
24555,East,408,418,2023-01-10
24556,East,318,91,2023-10-09
24557,East,399,432,2023-10-25
24558,North,450,500,2023-03-13
24559,Central,314,213,2023-11-12
24560,South,324,255,2023-03-07
24561,Central,368,235,2023-06-05
24562,Central,184,445,2023-12-03
24563,Central,499,339,2023-09-01
24564,South,268,418,2023-01-24
24565,North,290,204,2023-08-18
24566,Central,483,376,2023-08-18
24567,Central,434,15,2023-07-22
24568,South,379,458,2023-10-08
24569,West,266,329,2023-10-16
24570,West,435,107,2023-03-03
24571,Central,495,122,2023-12-02
24572,North,165,27,2023-09-16
24573,South,374,392,2023-06-01
24574,Central,388,298,2023-12-13
24575,East,437,181,2023-10-28
24576,West,207,446,2023-12-18
24577,Central,171,473,2023-09-26
24578,West,319,269,2023-10-25
24579,West,240,347,2023-10-28
24580,North,246,13,2023-01-18
24581,South,195,197,2023-05-10
24582,South,371,168,2023-03-25
24583,East,443,33,2023-10-15
24584,West,499,270,2023-09-21
24585,West,106,164,2023-12-11
24586,South,145,339,2023-08-08
24587,West,348,19,2023-02-14
24588,Central,393,161,2023-09-19
24589,South,152,475,2023-06-23
24590,East,482,469,2023-03-10
24591,Central,290,229,2023-06-15
24592,Central,413,380,2023-12-14
24593,South,165,14,2023-04-17
24594,West,279,317,2023-06-25
24595,West,289,231,2023-04-24
24596,West,481,280,2023-02-07
24597,Central,362,444,2023-03-18
24598,Central,326,100,2023-02-23
24599,South,279,133,2023-10-09
24600,South,375,128,2023-01-27
24601,South,195,301,2023-04-25
24602,East,331,88,2023-04-05
24603,North,459,94,2023-09-01
24604,Central,486,109,2023-01-17
24605,East,127,345,2023-04-17
24606,North,197,477,2023-11-11
24607,South,429,72,2023-03-20
24608,East,109,287,2023-09-02
24609,South,108,35,2023-09-17
24610,South,206,267,2023-10-20
24611,South,262,474,2023-07-08
24612,West,226,253,2023-09-24
24613,Central,165,337,2023-10-20
24614,North,362,56,2023-02-06
24615,South,456,139,2023-03-16
24616,Central,370,453,2023-07-05
24617,West,150,306,2023-03-15
24618,Central,193,27,2023-07-17
24619,South,272,478,2023-05-28
24620,South,165,133,2023-07-04
24621,Central,193,325,2023-02-11
24622,East,151,163,2023-04-03
24623,East,489,301,2023-07-03
24624,Central,114,278,2023-01-02
24625,East,480,271,2023-08-28
24626,East,226,139,2023-12-01
24627,West,492,116,2023-02-03
24628,Central,331,486,2023-04-27
24629,North,215,205,2023-01-11
24630,Central,221,217,2023-02-20
24631,East,193,22,2023-08-08
24632,Central,478,399,2023-09-21
24633,North,218,233,2023-01-06
24634,East,110,110,2023-11-09
24635,East,287,407,2023-09-01
24636,Central,395,272,2023-03-09
24637,North,142,304,2023-03-07
24638,South,360,360,2023-04-05
24639,North,238,179,2023-07-03
24640,East,374,100,2023-11-28
24641,West,481,261,2023-09-18
24642,North,253,226,2023-02-25
24643,East,183,22,2023-08-05
24644,East,335,164,2023-11-20
24645,West,103,410,2023-11-26
24646,West,247,53,2023-03-17
24647,South,298,175,2023-09-02
24648,North,424,447,2023-03-07
24649,North,123,14,2023-03-04
24650,South,300,484,2023-02-14
24651,East,161,314,2023-03-19
24652,East,132,93,2023-02-03
24653,South,377,269,2023-06-12
24654,South,118,14,2023-12-05
24655,East,419,171,2023-07-10
24656,North,122,101,2023-09-13
24657,North,440,271,2023-08-24
24658,East,229,147,2023-05-03
24659,Central,210,48,2023-06-21
24660,North,185,72,2023-02-08
24661,South,110,459,2023-03-17
24662,East,289,103,2023-01-11
24663,Central,373,288,2023-04-07
24664,Central,167,108,2023-08-23
24665,South,235,138,2023-07-04
24666,South,284,226,2023-02-27
24667,East,138,123,2023-11-14
24668,South,183,220,2023-02-18
24669,West,232,282,2023-12-04
24670,Central,127,358,2023-07-05
24671,South,380,209,2023-07-08
24672,South,301,78,2023-12-25
24673,Central,119,120,2023-04-16
24674,Central,121,299,2023-03-03
24675,North,375,71,2023-09-06
24676,North,297,137,2023-07-11
24677,West,335,494,2023-11-19
24678,East,129,88,2023-12-20
24679,West,227,437,2023-05-23
24680,North,384,258,2023-01-02
24681,Central,154,360,2023-09-05
24682,North,200,451,2023-09-17
24683,North,306,134,2023-03-25
24684,West,278,228,2023-08-27
24685,Central,158,144,2023-02-19
24686,West,263,227,2023-08-05
24687,South,193,216,2023-01-11
24688,South,119,370,2023-04-22
24689,North,307,307,2023-09-25
24690,South,286,485,2023-04-15
24691,Central,293,94,2023-09-11
24692,North,218,393,2023-07-03
24693,South,152,286,2023-12-24
24694,East,343,224,2023-09-08
24695,North,500,363,2023-02-09
24696,South,412,374,2023-12-28
24697,North,221,305,2023-06-10
24698,West,326,433,2023-11-12
24699,West,484,462,2023-12-07
24700,East,179,25,2023-04-11
24701,East,327,383,2023-04-02
24702,South,368,126,2023-06-09
24703,Central,324,259,2023-11-27
24704,East,235,84,2023-05-22
24705,East,354,29,2023-08-06
24706,South,339,161,2023-01-19
24707,Central,178,329,2023-12-16
24708,South,253,174,2023-05-06
24709,Central,268,125,2023-08-24
24710,North,215,288,2023-02-23
24711,South,500,361,2023-12-15
24712,West,146,59,2023-08-24
24713,North,422,222,2023-06-26
24714,South,370,118,2023-12-09
24715,North,451,410,2023-09-08
24716,North,172,405,2023-05-17
24717,South,469,59,2023-01-16
24718,East,114,496,2023-02-07
24719,East,411,230,2023-04-20
24720,East,270,232,2023-11-19
24721,North,241,269,2023-12-14
24722,West,418,459,2023-06-02
24723,West,134,427,2023-07-22
24724,Central,141,369,2023-03-16
24725,Central,188,277,2023-01-12
24726,North,113,25,2023-05-05
24727,West,438,278,2023-10-02
24728,South,117,35,2023-06-09
24729,West,142,91,2023-05-25
24730,East,351,19,2023-06-13
24731,East,129,495,2023-03-17
24732,East,372,137,2023-01-13
24733,North,176,222,2023-03-06
24734,North,178,50,2023-03-23
24735,South,481,349,2023-01-07
24736,South,455,74,2023-11-08
24737,East,481,35,2023-01-22
24738,East,135,268,2023-01-04
24739,Central,292,225,2023-11-25
24740,West,392,262,2023-09-25
24741,South,282,226,2023-02-12
24742,East,111,436,2023-06-02
24743,East,135,472,2023-08-24
24744,East,133,406,2023-02-14
24745,West,139,245,2023-02-10
24746,East,243,183,2023-04-14
24747,North,300,152,2023-10-26
24748,Central,334,403,2023-08-28
24749,East,360,239,2023-12-15
24750,South,343,42,2023-01-25
24751,West,389,417,2023-07-24
24752,North,326,408,2023-10-01
24753,East,331,329,2023-03-18
24754,North,496,68,2023-10-06
24755,Central,304,162,2023-02-15
24756,North,250,159,2023-07-11
24757,East,244,493,2023-12-02
24758,Central,162,44,2023-07-10
24759,West,398,66,2023-10-02
24760,South,369,214,2023-03-03
24761,West,470,241,2023-05-27
24762,Central,177,314,2023-02-21
24763,South,447,272,2023-08-16
24764,Central,152,263,2023-09-22
24765,East,111,90,2023-02-04
24766,South,450,210,2023-07-26
24767,East,352,87,2023-06-23
24768,North,141,189,2023-11-07
24769,Central,398,321,2023-08-17
24770,South,266,406,2023-06-26
24771,North,333,118,2023-09-10
24772,Central,307,127,2023-04-18
24773,West,280,74,2023-08-05
24774,West,421,380,2023-09-03
24775,East,147,142,2023-09-11
24776,West,488,474,2023-09-15
24777,North,369,452,2023-09-22
24778,West,444,449,2023-01-19
24779,West,169,222,2023-01-22
24780,East,190,246,2023-03-10
24781,North,145,303,2023-06-04
24782,South,488,229,2023-03-14
24783,West,476,125,2023-01-20
24784,Central,361,50,2023-02-15
24785,North,121,12,2023-08-16
24786,North,190,458,2023-10-26
24787,Central,436,113,2023-04-28
24788,East,400,240,2023-09-27
24789,North,295,290,2023-08-22
24790,West,266,377,2023-07-11
24791,Central,379,47,2023-05-07
24792,Central,443,120,2023-09-04
24793,Central,156,194,2023-10-22
24794,West,217,86,2023-11-08
24795,Central,469,430,2023-10-28
24796,West,464,83,2023-07-20
24797,Central,397,237,2023-10-28
24798,Central,298,450,2023-02-21
24799,West,299,289,2023-05-03
24800,Central,449,417,2023-12-16
24801,East,148,455,2023-08-24
24802,East,217,387,2023-10-15
24803,East,200,459,2023-11-22
24804,East,299,229,2023-03-03
24805,East,157,127,2023-09-06
24806,East,187,499,2023-01-07
24807,South,118,282,2023-01-03
24808,Central,204,155,2023-09-17
24809,Central,288,479,2023-08-11
24810,South,114,200,2023-10-12
24811,West,486,170,2023-08-17
24812,Central,454,310,2023-07-10
24813,West,192,224,2023-06-17
24814,Central,339,248,2023-06-06
24815,West,428,120,2023-06-04
24816,South,369,378,2023-01-27
24817,Central,353,318,2023-11-11
24818,Central,172,206,2023-04-19
24819,West,404,265,2023-01-17
24820,West,383,272,2023-11-03
24821,West,279,340,2023-05-13
24822,West,485,432,2023-07-12
24823,South,300,254,2023-09-07
24824,West,341,489,2023-06-21
24825,West,230,348,2023-12-19
24826,North,467,147,2023-08-15
24827,Central,280,137,2023-08-23
24828,West,198,411,2023-12-08
24829,North,217,284,2023-04-24
24830,South,326,33,2023-10-10
24831,North,271,423,2023-09-13
24832,South,329,433,2023-04-24
24833,West,399,114,2023-11-11
24834,Central,205,134,2023-09-16
24835,North,102,359,2023-07-15
24836,South,256,355,2023-06-13
24837,South,123,248,2023-03-18
24838,Central,363,239,2023-09-01
24839,West,426,345,2023-04-11
24840,Central,266,498,2023-06-07
24841,Central,212,143,2023-12-22
24842,South,437,464,2023-09-17
24843,West,236,71,2023-11-18
24844,East,143,327,2023-01-28
24845,East,328,461,2023-02-09
24846,North,144,441,2023-11-15
24847,North,181,118,2023-06-26
24848,Central,149,147,2023-11-03
24849,South,247,84,2023-01-20
24850,North,396,453,2023-10-09
24851,East,259,332,2023-05-25
24852,North,133,106,2023-12-28
24853,North,359,22,2023-11-03
24854,Central,155,235,2023-10-06
24855,North,249,295,2023-12-13
24856,Central,107,313,2023-11-06
24857,West,357,147,2023-08-05
24858,West,500,354,2023-11-03
24859,Central,355,271,2023-07-15
24860,West,316,391,2023-10-08
24861,South,231,15,2023-04-22
24862,North,198,293,2023-03-24
24863,West,162,457,2023-07-11
24864,North,453,228,2023-06-11
24865,North,134,176,2023-03-13
24866,North,117,407,2023-02-26
24867,Central,337,20,2023-11-19
24868,South,329,387,2023-06-09
24869,Central,300,108,2023-05-12
24870,West,247,366,2023-11-13
24871,East,112,159,2023-08-17
24872,North,399,61,2023-10-10
24873,Central,102,473,2023-06-18
24874,East,494,482,2023-11-19
24875,North,202,158,2023-05-02
24876,Central,186,235,2023-03-19
24877,West,481,100,2023-10-15
24878,West,394,461,2023-03-11
24879,Central,185,252,2023-10-20
24880,Central,496,49,2023-05-28
24881,East,272,482,2023-05-23
24882,East,143,261,2023-12-21
24883,West,475,158,2023-11-24
24884,East,452,333,2023-12-15
24885,East,386,43,2023-12-21
24886,South,226,278,2023-05-28
24887,Central,345,14,2023-10-05
24888,North,246,215,2023-05-05
24889,Central,348,177,2023-08-22
24890,South,199,90,2023-03-09
24891,South,386,427,2023-04-12
24892,North,160,421,2023-05-03
24893,South,232,141,2023-08-26
24894,Central,101,433,2023-01-11
24895,North,178,315,2023-08-01
24896,West,441,443,2023-06-21
24897,East,126,29,2023-02-05
24898,East,151,94,2023-08-10
24899,North,234,401,2023-06-11
24900,East,438,136,2023-12-16
24901,East,140,289,2023-08-27
24902,West,298,83,2023-03-24
24903,South,292,279,2023-11-27
24904,East,492,59,2023-01-01
24905,East,476,342,2023-02-15
24906,Central,252,162,2023-01-19
24907,West,486,18,2023-09-13
24908,South,361,289,2023-06-04
24909,East,269,364,2023-11-06
24910,East,379,200,2023-08-07
24911,South,267,452,2023-02-17
24912,Central,410,470,2023-02-12
24913,South,101,158,2023-07-19
24914,North,228,439,2023-07-15
24915,West,286,176,2023-04-18
24916,Central,455,101,2023-04-20
24917,West,209,373,2023-04-11
24918,North,486,218,2023-04-20
24919,East,344,147,2023-08-27
24920,South,210,456,2023-10-11
24921,East,152,303,2023-01-17
24922,South,188,229,2023-06-20
24923,North,299,293,2023-07-17
24924,South,295,435,2023-04-06
24925,West,249,198,2023-03-20
24926,South,298,315,2023-09-04
24927,North,376,295,2023-09-23
24928,West,225,78,2023-09-08
24929,West,134,224,2023-07-07
24930,South,242,332,2023-01-23
24931,North,496,221,2023-09-10
24932,East,342,87,2023-10-01
24933,North,387,48,2023-10-24
24934,South,475,35,2023-12-22
24935,North,448,45,2023-05-10
24936,North,470,192,2023-03-07
24937,West,370,362,2023-10-24
24938,South,321,118,2023-05-16
24939,North,267,219,2023-01-16
24940,East,148,222,2023-07-06
24941,West,278,157,2023-06-09
24942,South,127,397,2023-09-19
24943,South,174,168,2023-08-16
24944,Central,426,440,2023-03-14
24945,West,476,492,2023-09-05
24946,South,103,260,2023-03-12
24947,Central,420,155,2023-08-23
24948,West,182,434,2023-11-17
24949,Central,153,384,2023-10-27
24950,South,318,148,2023-12-16
24951,Central,204,57,2023-09-26
24952,North,358,203,2023-05-17
24953,Central,123,428,2023-01-17
24954,West,363,479,2023-06-17
24955,South,165,354,2023-11-19
24956,North,209,481,2023-03-01
24957,West,244,463,2023-02-03
24958,Central,113,211,2023-03-05
24959,North,202,395,2023-09-08
24960,South,472,121,2023-01-25
24961,East,197,383,2023-05-14
24962,North,454,500,2023-06-27
24963,North,474,497,2023-09-02
24964,Central,220,130,2023-03-11
24965,Central,392,477,2023-06-23
24966,West,366,375,2023-09-19
24967,Central,207,485,2023-08-24
24968,West,486,417,2023-07-13
24969,South,453,376,2023-06-14
24970,Central,254,439,2023-10-03
24971,North,414,408,2023-02-23
24972,South,270,163,2023-01-13
24973,Central,109,171,2023-04-16
24974,Central,469,481,2023-03-20
24975,North,421,472,2023-01-27
24976,West,145,339,2023-07-19
24977,West,116,110,2023-06-22
24978,North,353,93,2023-08-08
24979,East,279,104,2023-01-01
24980,South,354,325,2023-12-06
24981,North,458,403,2023-04-09
24982,South,486,454,2023-06-12
24983,North,102,38,2023-05-19
24984,North,233,393,2023-06-24
24985,Central,352,301,2023-01-04
24986,Central,388,468,2023-01-06
24987,South,263,431,2023-01-05
24988,Central,350,138,2023-10-14
24989,East,167,17,2023-05-20
24990,North,282,334,2023-06-05
24991,North,466,428,2023-01-02
24992,West,490,499,2023-08-25
24993,West,258,183,2023-01-03
24994,West,300,427,2023-11-18
24995,West,349,85,2023-01-22
24996,East,499,356,2023-06-16
24997,South,221,409,2023-05-15
24998,North,110,314,2023-01-13
24999,North,460,452,2023-02-19
25000,West,359,41,2023-01-21
25001,East,494,129,2023-08-22
25002,North,350,376,2023-12-05
25003,West,100,67,2023-05-17
25004,North,400,346,2023-06-13
25005,South,311,144,2023-02-23
25006,North,489,353,2023-05-28
25007,West,190,91,2023-09-23
25008,Central,258,383,2023-04-18
25009,South,151,491,2023-05-04
25010,West,435,244,2023-05-05
25011,North,279,353,2023-08-04
25012,East,300,447,2023-06-17
25013,West,446,322,2023-05-06
25014,East,439,451,2023-09-15
25015,North,255,89,2023-12-06
25016,Central,359,300,2023-07-18
25017,North,363,476,2023-05-19
25018,Central,181,95,2023-06-22
25019,Central,304,440,2023-12-19
25020,East,302,195,2023-07-12
25021,Central,147,454,2023-02-01
25022,West,205,176,2023-12-01
25023,Central,157,215,2023-12-16
25024,East,291,104,2023-03-18
25025,South,486,264,2023-07-23
25026,North,461,408,2023-06-05
25027,West,305,316,2023-02-20
25028,West,167,253,2023-10-21
25029,North,475,485,2023-02-21
25030,Central,341,36,2023-08-25
25031,Central,262,218,2023-04-23
25032,Central,170,476,2023-07-24
25033,South,278,391,2023-08-03
25034,East,423,397,2023-08-08
25035,Central,217,406,2023-04-15
25036,South,434,315,2023-08-08
25037,North,238,173,2023-02-15
25038,East,109,20,2023-08-10
25039,East,417,33,2023-08-15
25040,Central,249,103,2023-09-27
25041,East,389,151,2023-04-13
25042,South,324,84,2023-09-12
25043,South,228,267,2023-07-05
25044,West,456,390,2023-10-09
25045,South,372,454,2023-02-06
25046,West,259,300,2023-04-18
25047,West,269,313,2023-05-14
25048,East,108,73,2023-04-12
25049,South,136,394,2023-06-14
25050,North,450,128,2023-06-24
25051,East,341,330,2023-04-20
25052,East,364,366,2023-10-20
25053,West,330,458,2023-11-24
25054,North,144,298,2023-09-20
25055,South,429,119,2023-05-08
25056,Central,200,50,2023-06-02
25057,East,455,298,2023-04-03
25058,North,209,104,2023-02-25
25059,North,361,225,2023-07-16
25060,West,164,76,2023-06-23
25061,Central,452,75,2023-07-26
25062,East,335,418,2023-06-24
25063,West,433,423,2023-03-19
25064,South,116,155,2023-06-18
25065,East,323,132,2023-05-20
25066,West,418,231,2023-10-10
25067,West,332,279,2023-11-11
25068,South,126,299,2023-07-17
25069,East,189,171,2023-11-01
25070,North,354,276,2023-09-26
25071,West,193,469,2023-04-01
25072,Central,164,130,2023-08-04
25073,West,248,62,2023-12-18
25074,East,285,329,2023-04-06
25075,Central,314,431,2023-12-28
25076,North,101,99,2023-03-27
25077,West,187,170,2023-12-07
25078,East,137,122,2023-05-09
25079,East,377,144,2023-01-27
25080,North,244,418,2023-06-17
25081,Central,340,301,2023-08-14
25082,Central,104,312,2023-06-14
25083,Central,413,422,2023-09-26
25084,Central,451,275,2023-01-13
25085,South,252,185,2023-05-23
25086,Central,271,249,2023-07-05
25087,West,235,103,2023-02-19
25088,East,426,20,2023-11-28
25089,South,392,269,2023-05-21
25090,North,134,203,2023-07-19
25091,South,392,92,2023-06-06
25092,West,165,452,2023-10-03
25093,Central,223,238,2023-08-24
25094,South,174,313,2023-01-18
25095,East,134,138,2023-10-25
25096,West,338,263,2023-09-13
25097,North,183,71,2023-11-02
25098,West,390,332,2023-04-12
25099,North,269,491,2023-08-26
25100,East,267,45,2023-09-14
25101,West,268,365,2023-09-13
25102,West,140,252,2023-04-05
25103,West,441,262,2023-06-06
25104,North,144,277,2023-11-28
25105,North,288,404,2023-08-13
25106,North,241,430,2023-05-07
25107,South,360,458,2023-07-08
25108,East,263,127,2023-04-21
25109,Central,429,233,2023-05-27
25110,West,280,476,2023-04-12
25111,South,355,188,2023-11-22
25112,North,272,273,2023-08-24
25113,Central,103,278,2023-10-15
25114,Central,431,91,2023-08-16
25115,West,420,443,2023-03-22
25116,North,109,326,2023-03-10
25117,North,398,298,2023-11-14
25118,Central,212,277,2023-02-22
25119,East,276,87,2023-09-18
25120,South,373,208,2023-02-15
25121,East,127,239,2023-06-22
25122,North,325,101,2023-11-07
25123,South,222,264,2023-01-28
25124,South,288,238,2023-09-23
25125,West,107,187,2023-04-27
25126,East,489,194,2023-09-03
25127,South,362,23,2023-01-25
25128,West,257,418,2023-01-07
25129,West,174,445,2023-02-22
25130,South,384,135,2023-06-23
25131,West,129,456,2023-12-21
25132,North,488,257,2023-09-09
25133,South,138,185,2023-10-10
25134,South,176,500,2023-02-04
25135,Central,331,486,2023-11-04
25136,South,138,205,2023-11-08
25137,East,189,325,2023-05-10
25138,Central,377,246,2023-03-10
25139,South,265,442,2023-03-11
25140,Central,102,58,2023-05-02
25141,South,380,479,2023-05-05
25142,East,500,476,2023-11-23
25143,South,409,351,2023-11-15
25144,West,193,435,2023-07-09
25145,East,439,396,2023-07-22
25146,Central,451,283,2023-05-07
25147,East,107,271,2023-04-25
25148,South,271,497,2023-08-06
25149,West,329,224,2023-07-02
25150,East,182,84,2023-12-04
25151,North,487,383,2023-04-26
25152,South,267,51,2023-01-25
25153,West,173,168,2023-07-26
25154,Central,429,432,2023-07-15
25155,South,251,276,2023-11-08
25156,Central,341,213,2023-07-18
25157,West,409,122,2023-07-07
25158,West,119,429,2023-11-20
25159,North,244,98,2023-01-03
25160,Central,294,344,2023-03-24
25161,Central,155,419,2023-07-16
25162,Central,438,350,2023-06-16
25163,East,148,220,2023-04-07
25164,South,148,31,2023-08-20
25165,West,145,356,2023-07-20
25166,East,354,58,2023-05-26
25167,West,342,26,2023-10-04
25168,East,367,224,2023-01-05
25169,South,352,240,2023-12-25
25170,North,306,445,2023-10-07
25171,South,109,18,2023-04-09
25172,East,180,462,2023-05-24
25173,West,488,17,2023-01-19
25174,East,242,34,2023-12-12
25175,West,169,44,2023-08-15
25176,East,157,464,2023-01-01
25177,South,276,267,2023-06-19
25178,South,119,284,2023-01-25
25179,North,217,61,2023-07-03
25180,North,218,87,2023-09-27
25181,North,346,273,2023-09-17
25182,North,344,69,2023-07-06
25183,South,317,281,2023-03-26
25184,East,211,39,2023-01-17
25185,North,165,390,2023-03-19
25186,North,427,371,2023-11-14
25187,West,430,154,2023-06-26
25188,Central,487,114,2023-11-09
25189,Central,307,407,2023-03-15
25190,North,192,40,2023-11-19
25191,East,488,125,2023-07-07
25192,Central,325,279,2023-12-13
25193,Central,482,349,2023-12-04
25194,North,216,275,2023-02-28
25195,North,445,63,2023-02-27
25196,East,382,18,2023-10-16
25197,East,421,145,2023-12-28
25198,South,293,21,2023-12-09
25199,North,356,184,2023-09-01
25200,Central,499,178,2023-07-10
25201,East,266,181,2023-08-01
25202,East,399,106,2023-11-21
25203,West,107,415,2023-03-02
25204,Central,171,127,2023-05-08
25205,North,475,370,2023-06-09
25206,East,247,18,2023-03-02
25207,North,339,325,2023-08-15
25208,Central,364,388,2023-09-11
25209,West,472,361,2023-02-26
25210,North,168,464,2023-07-27
25211,East,272,140,2023-02-20
25212,North,107,347,2023-04-26
25213,North,418,423,2023-07-20
25214,North,231,234,2023-11-23
25215,West,399,180,2023-02-19
25216,South,410,171,2023-02-01
25217,North,391,76,2023-02-22
25218,West,128,31,2023-01-04
25219,Central,179,17,2023-05-17
25220,West,121,149,2023-01-11
25221,South,437,230,2023-03-01
25222,West,378,92,2023-05-19
25223,East,369,402,2023-07-28
25224,South,364,256,2023-02-03
25225,Central,241,129,2023-06-21
25226,North,105,209,2023-05-24
25227,Central,288,359,2023-10-06
25228,West,307,156,2023-07-03
25229,East,354,407,2023-05-01
